subID,sub,run,trial,direction,ResponseTime,MovementTime,ErrorAngle,AccelerationAngle,Accuracy,TimePeakVelocity,DistancePeakVelocity,PeakVelocity,PeakAcceleration,InitialDirectionAngle,Outlier,Keep,age,dist_sums,dist_std,dist_max,dist_means,path_lengths,angular_averages
VML_MEG_009,5,3,22,-1,0.033,1.152,39.388,33.71,1,0.403,3.9326,42.837,418.63,39.6025258455728,0,1,5,916.739984899309,1.79111884292928,5.33061264043131,3.05579994966436,16.7788553487106,73.7972537677713
VML_MEG_009,5,3,23,1,0.275,1.206,36.025,40.484,1,0.618,4.6009,24.179,153.55,36.0288108987165,0,1,5,682.286415604427,1.37953968296255,4.59093292087254,2.27428805201476,14.9501237176835,66.942911301888
VML_MEG_009,5,3,24,-1,0,1.476,-0.61018,-2.9076,1,0.797,6.3604,18.823,82.556,-0.735225585746569,0,1,5,419.770317553161,0.675850824976516,2.58840646241073,1.39923439184387,11.1672302848503,20.7994021719888
VML_MEG_009,5,3,25,-1,0.43,1.055,15.698,-147.88,0,1.069,10.676,39.69,318.7,15.702321172384,0,1,5,522.873305543939,1.40086377921482,4.4290880320984,1.7429110184798,17.1517912431891,-9.47924579639908
VML_MEG_009,5,3,26,-1,0.327,1.175,10.322,11.124,1,0.733,8.6782,30.152,413.91,10.3407611915407,0,1,5,1153.8922132988,2.44818517080164,7.26143990498557,3.84630737766266,17.2463561195966,-34.4608812338406
VML_MEG_009,5,3,27,-1,0.436,0.839,10.998,-132.46,1,0.678,6.1815,36.277,708.22,11.0208417874485,0,1,5,780.021203881231,1.75227006764837,5.32054743265183,2.6000706796041,10.6399963687697,44.1703470715477
VML_MEG_009,5,3,28,-1,0.407,0.915,10.188,15.026,1,0.599,6.2792,48.358,454.5,10.1731859867743,0,1,5,986.783057326234,2.22962289742598,6.63287122186549,3.28927685775411,13.6788352693655,-0.299602597222468
VML_MEG_009,5,3,29,1,0.396,1.087,14.618,12.345,1,0.501,4.9997,66.021,2118.4,14.6484591342248,0,1,5,1620.94069957051,3.06202952828498,9.32996058123277,5.40313566523503,17.7775609562734,-53.148646297021
VML_MEG_009,5,3,30,-1,0.298,1.189,19.239,23.053,1,0.644,8.7554,58.997,360.64,19.2633162709472,0,1,5,1459.86788075561,3.69162515605633,10.334376596463,4.86622626918538,22.2104799712129,-39.055547428354
VML_MEG_009,5,4,1,1,0.261,1.243,-5.2183,-5.1905,1,0.433,3.9381,42.69,392.8,-5.14455037420879,0,1,5,951.094735292184,2.05196720886836,6.57911044283729,3.17031578430728,18.662584491434,-12.9677149349262
VML_MEG_009,5,4,2,1,0.22,1.218,-28.889,-24.93,1,0.402,3.8893,41.148,359.11,-28.9059006232726,0,1,5,924.24960661706,2.20738143340626,6.23182270021111,3.08083202205687,17.166204209441,-44.9209772877906
VML_MEG_009,5,4,3,-1,0.111,0.876,-19.608,13.002,1,0.609,6.8882,60.554,3479.1,-19.6827655613595,0,1,5,914.010066835495,1.5298227255376,5.57306756842094,3.04670022278498,17.8782649167214,8.82586495848476
VML_MEG_009,5,4,4,-1,0.326,1.169,-27.595,-5.2174,1,0.577,4.528,28.48,170.5,-27.5725520256237,0,1,5,649.509151590995,1.44889658148951,4.54689237714917,2.16503050530332,13.6639199649912,34.5460652270608
VML_MEG_009,5,4,5,-1,0.366,0.958,-15.264,6.4284,1,0.584,7.3409,54.216,649.58,-15.2581164809603,0,1,5,1191.82689582778,2.77941712611138,8.33644973653809,3.97275631942594,16.3547461252055,-55.965518008152
VML_MEG_009,5,4,6,-1,0.395,1.086,-25.006,-35.743,1,0.537,4.7895,50.74,1649.4,-25.0337858407504,0,1,5,1343.02356868535,2.83642618762756,8.75026178632073,4.47674522895115,15.6613889118522,-56.4694607018142
VML_MEG_009,5,4,7,-1,0.286,1.217,-27.576,-35.154,1,0.512,4.9919,43.303,302.13,-27.5240057753348,0,1,5,863.379658130578,1.91761715235964,6.34607720424978,2.87793219376859,17.558205916613,2.44784542114732
VML_MEG_009,5,4,8,1,0.357,1.099,-20.688,-23.104,1,0.46,5.7885,77.21,2546.8,-20.6833752511529,0,1,5,1502.12381930952,3.07341464536761,9.8523122212486,5.0070793976984,16.9084512053277,-28.2088452843508
VML_MEG_009,5,4,9,1,0.298,1.184,-14.93,-22.623,1,0.41,4.3257,51.663,1234.8,-14.8873084658246,0,1,5,1421.59511113564,2.61995579808531,8.10111792286698,4.73865037045212,16.2794515975189,-5.20642451835371
VML_MEG_009,5,4,10,1,0.378,1.054,-16.786,-10.693,1,0.478,4.1665,54.359,1320.8,-16.9062971088384,0,1,5,1100.43824928487,2.06532086997014,6.67547921987703,3.66812749761623,12.482197840808,50.5975158719021
VML_MEG_009,5,4,11,-1,0.043,0.558,-12.669,-74.278,1,0.557,8.6676,88.946,1557.2,-12.6489512811765,0,1,5,1610.79343917945,3.1896057927416,9.64340028523497,5.36931146393148,17.4575465407357,69.9029692622359
VML_MEG_009,5,4,12,1,0.339,1.169,-32.171,-209.59,1,0.55,10.621,68.153,1103.9,-32.1709379090678,0,1,5,2120.64664400282,4.04952738898463,13.5861079903352,7.06882214667607,26.1464783294688,-59.7744385189518
VML_MEG_009,5,4,13,1,0.274,1.016,-28.679,-27.02,1,0.368,6.775,96.627,4265.8,-28.6162458044196,0,1,5,1850.80996910141,3.87304533690112,12.2419448132507,6.16936656367138,20.8010072122726,-29.1074439444108
VML_MEG_009,5,4,14,-1,0.287,1.003,-3.6357,-24.903,1,0.854,9.7161,29.046,275.55,-3.63912411501207,0,1,5,160.447450722024,0.285409178301667,1.05981243031138,0.534824835740081,11.4078106960399,-14.0586838892166
VML_MEG_009,5,4,15,-1,0,1.12,-12.919,-6.143,1,0.408,5.383,44.478,387.66,-12.9239766674862,0,1,5,698.700165547936,1.59089461396801,5.22112888283002,2.32900055182645,12.116340868635,-54.6965187351132
VML_MEG_009,5,4,16,-1,0.342,0.544,12.17,10.023,1,0.442,5.048,67.641,1308.3,12.1594946794905,0,1,5,1001.57224587636,2.00985112716374,6.05095276381314,3.33857415292121,12.1132922744779,-23.9953732588199
VML_MEG_009,5,4,17,1,0.274,1.157,-10.374,-18.929,1,0.566,10.025,56.567,418.88,-10.3986028401224,0,1,5,1437.60596570728,3.50706251313853,9.99861873976461,4.79201988569094,19.1075938862254,-21.3059344113206
VML_MEG_009,5,4,18,-1,0.374,1.079,-23.802,-15.334,1,0.484,5.9634,71.561,4853.3,-23.72635869633,0,1,5,1499.3287863348,3.44114702300244,10.4358340726716,4.99776262111599,19.0216747768554,-63.4387677737911
VML_MEG_009,5,4,19,-1,0.312,0.586,1.853,7.5926,1,0.407,4.8427,69.488,2227.9,1.84338196959071,0,1,5,457.601907086347,1.04411322012506,2.94884757925807,1.52533969028782,11.091770601681,6.80037189222573
VML_MEG_009,5,4,20,-1,0.055,0.899,1.7186,-48.8,1,0.912,6.7425,89.193,4360.7,1.7103335433749,0,1,5,1350.71010493255,3.06874866566297,10.4915371693797,4.50236701644182,18.8190273555869,64.8520837655072
VML_MEG_009,5,4,21,1,0.308,1.194,-1.9962,-13.903,1,0.787,10.534,39.529,242.53,-1.96632635450007,0,1,5,421.437445516015,0.519579849785426,1.9120359072879,1.40479148505338,11.4613849582121,2.72447771065542
VML_MEG_009,5,4,22,1,0.299,1.11,-9.4561,-3.3492,1,0.423,3.6518,40.981,4000.4,-9.40218694325117,0,1,5,856.100668336998,1.50107116363554,4.86650916315412,2.85366889445666,11.9119149486888,93.9772653800282
VML_MEG_009,5,4,23,1,0.317,1.169,6.7894,-18.306,1,0.691,11.33,52.308,3776.5,6.80361894526432,0,1,5,1568.93053138883,3.4554034203648,10.5057288310311,5.22976843796277,20.0858731888478,-18.088495077813
VML_MEG_009,5,4,24,-1,0.286,0.908,4.4314,14.772,1,0.555,6.5534,34.102,335.94,4.44207446001817,0,1,5,403.699829987077,0.876698142299983,2.88235155839923,1.34566609995692,11.087817241047,-23.8866731209734
VML_MEG_009,5,4,25,1,0.422,0.903,0.41796,2.1928,1,0.567,3.2291,30.314,464.02,0.401617682862287,0,1,5,348.590644729487,0.800546212748185,2.41011478603601,1.16196881576496,11.9534857436087,-34.6239957742364
VML_MEG_009,5,4,26,1,0.074,0.965,11.485,6.7934,1,0.52,11.61,129.77,1121.7,6.54210062714846,0,1,5,2125.54427590255,5.67488125386219,15.6022315598494,7.08514758634184,35.3647788249786,18.7894268679646
VML_MEG_009,5,4,27,-1,0.233,1.173,-0.65557,14.685,1,0.381,4.8784,56.816,599.62,-0.645840805025859,0,1,5,1089.71512057832,2.42245077165912,7.13101625718922,3.63238373526108,12.9027881627491,-60.2547461785882
VML_MEG_009,5,4,28,1,0.386,1.076,-17.886,-14.517,1,0.528,4.8974,49.793,616.94,-18.0488394067522,0,1,5,1087.51455630509,2.29987131494616,7.3057209954883,3.62504852101697,13.2916714622978,3.86552456009563
VML_MEG_009,5,4,29,1,0.029,0.593,-8.1193,108.12,1,0.567,8.651,74.914,3812.8,-8.1426953860765,0,1,5,1229.82762422622,2.29437497889853,7.25102843148733,4.09942541408742,12.0855124392822,57.9601885389899
VML_MEG_009,5,4,30,-1,0.359,1.012,5.7694,22.212,1,0.508,3.6349,36.624,430.06,5.8380207676268,0,1,5,700.734009107345,1.38397805550913,4.21916589358257,2.33578003035782,10.9419298085209,-18.5382228453085
VML_MEG_009,5,5,1,1,0.368,1.125,53.272,45.69,0,0.496,6.4812,77.741,971.25,53.277900850589,0,1,5,1987.01521253684,3.74607175150869,11.5844092725403,6.62338404178946,26.550447630228,44.0451868483358
VML_MEG_009,5,5,2,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,0,5,NaN,NaN,NaN,NaN,NaN,NaN
VML_MEG_009,5,5,3,1,0.107,1.376,48.2,66.498,1,0.437,7.6321,75.763,632.5,48.0915605421363,0,1,5,1449.72927846513,3.63838430871771,11.5720748905429,4.83243092821709,25.1859440058019,74.6655474743122
VML_MEG_009,5,5,4,-1,0.38,1.098,50.003,62.092,0,0.553,2.6942,28.601,247.94,50.0290187338462,0,1,5,885.718299587562,1.58603114608454,5.2156978537379,2.95239433195854,15.5919240231077,113.825203571419
VML_MEG_009,5,5,5,-1,0.274,1.233,49.627,66.798,0,0.393,3.4634,37.508,501.39,49.775114079923,0,1,5,1364.45448332216,2.88885968341746,8.40531294322785,4.54818161107388,19.0023439014578,136.253602167796
VML_MEG_009,5,5,6,1,0.005,1.509,38.258,78.552,0,0.804,11.203,25.352,164.48,-17.2862972759154,0,1,5,1539.97853325793,3.27146548813291,9.08980914686003,5.13326177752644,30.6664285248374,73.6864047284259
VML_MEG_009,5,5,7,-1,0.321,1.154,-0.85535,14.087,1,0.461,3.7446,41.987,486.61,-0.910033571240312,0,1,5,924.027241010673,1.81232332263508,5.87054443499575,3.08009080336891,10.5786084450585,6.60284418014607
VML_MEG_009,5,5,8,1,0.32,1.189,39.364,44.852,0,0.525,8.1671,69.923,586.6,39.3646723371074,0,1,5,1922.30389314849,4.63351149610222,13.0010937356935,6.4076796438283,26.7565306636106,128.578335013159
VML_MEG_009,5,5,9,-1,0.274,1.009,38.142,54.693,1,0.476,4.2218,37.52,352.7,38.0589344055943,0,1,5,849.434415994895,1.50932628527567,4.79217192416905,2.83144805331632,15.6872042951971,15.0109756023508
VML_MEG_009,5,5,10,1,0.33,1.15,24.846,29.709,1,0.505,8.4926,71.593,729.82,24.763968880126,0,1,5,1764.88419816859,4.18527519191568,12.7837087597645,5.88294732722865,24.0103149432297,-33.1028271806463
VML_MEG_009,5,5,11,-1,0.342,1.172,43.987,64.792,0,0.59,6.7292,46.9,302.33,43.9787843089877,0,1,5,1089.40199989631,2.42657102781303,7.65712671734018,3.63133999965436,18.1710790564998,97.758993989294
VML_MEG_009,5,5,12,1,0.423,1.072,43.842,31.261,1,0.649,6.0468,34.774,372.89,43.8472046274661,0,1,5,976.689502503589,1.98667045770378,6.24898355019446,3.25563167501196,16.4496869713872,84.6503301937543
VML_MEG_009,5,5,13,-1,0.272,1.007,28.169,-134.63,1,0.483,6.811,49.465,331.73,28.1386781863012,0,1,5,1205.22333167073,2.66222118996302,7.61166045767386,4.01741110556909,18.4591832579734,95.0042118765794
VML_MEG_009,5,5,14,1,0.334,1.173,39.931,30.909,0,0.622,3.5277,18.203,166.45,40.0024287397857,0,1,5,573.432634426338,1.16825425704835,3.58755237798944,1.91144211475446,12.1125088468202,97.0846578265464
VML_MEG_009,5,5,15,-1,0.397,1.108,51.67,52.917,1,0.595,8.2642,71.06,597.14,51.7160523430509,0,1,5,2042.66078730099,4.55819902809965,13.3657287916598,6.8088692910033,31.0903242431992,65.8484934212183
VML_MEG_009,5,5,16,1,0.202,1.284,44.949,42.959,1,0.69,9.7219,40.33,152.36,44.9969946097466,0,1,5,1271.06616314566,2.74854136429933,8.59153290909209,4.23688721048554,21.9307204083243,135.523265667903
VML_MEG_009,5,5,17,1,0.355,1.119,29.294,28.837,0,0.58,5.7944,57.002,421.56,29.2959852976384,0,1,5,1019.76122782081,2.25487674478111,6.87056399746443,3.39920409273605,14.7190553399755,23.9580621811534
VML_MEG_009,5,5,18,1,0.312,1.093,37.083,46.276,1,0.447,4.4291,55.558,565.51,37.0805840613644,0,1,5,1162.97858224766,2.37364417957582,7.06059474911957,3.87659527415885,15.2411688007067,63.098733142017
VML_MEG_009,5,5,19,-1,0.029,1.342,25.162,24.54,1,0.535,7.6499,49.899,358.35,25.154780939384,0,1,5,937.903550255035,2.22580035585315,7.04900435078209,3.12634516751679,17.7194386784245,26.5501363099007
VML_MEG_009,5,5,20,1,0.107,1.124,45.195,67.824,1,0.7,8.5209,52.635,435.45,45.1744311044975,0,1,5,1012.16549468923,2.58907849355033,8.61981723707975,3.37388498229745,24.6685237983265,165.770566508094
VML_MEG_009,5,5,21,-1,0.434,1.02,30.38,198.05,1,0.603,5.4565,51.582,567.35,30.4527122662476,0,1,5,1055.55840244005,2.49086855449812,6.9284800404878,3.51852800813349,17.2134993770842,99.7670817528271
VML_MEG_009,5,5,22,1,0.266,1.229,37.091,44.263,1,0.436,3.2176,36.56,320.55,37.0755789360098,0,1,5,1255.46428956403,2.51017266941952,7.81289393192172,4.18488096521342,19.5415795262379,21.0284122951415
VML_MEG_009,5,5,23,1,0.311,1.15,31.441,37.326,1,0.482,5.5283,63.219,570.74,31.4432968354127,0,1,5,1701.19829756662,4.20867132066864,12.0344439238681,5.67066099188872,25.4921545839335,63.660723799144
VML_MEG_009,5,5,24,-1,0.325,1.167,19.922,-145.75,1,0.461,3.4097,37.674,463.03,19.8940207159461,0,1,5,777.16131434414,1.53425783996783,5.04353488705095,2.59053771448047,12.0197436912508,-12.1740808137712
VML_MEG_009,5,5,25,-1,0.316,0.94,28.955,-146.32,1,0.569,5.6267,42.515,319.96,28.9633780155134,0,1,5,927.649261942532,2.22677801005326,6.4613486096001,3.09216420647511,16.5136290663723,125.544880971503
VML_MEG_009,5,5,26,-1,0.259,1.201,37.865,40.552,1,0.452,7.3648,72.773,620.8,37.8610138465634,0,1,5,1619.82290571095,3.47313289992419,11.5012822314907,5.39940968570315,26.9117399523227,43.0268774008992
VML_MEG_009,5,5,27,-1,0.44,1.013,32.811,35.333,1,0.541,7.0431,96.141,2025.5,32.8664641237959,0,1,5,1778.5043674035,4.01774320616437,12.3827392787696,5.928347891345,23.7609606144382,57.4651124819891
VML_MEG_009,5,5,28,-1,0.505,0.989,12.861,11.699,1,0.589,2.8264,41.81,3574.8,12.9753798537447,0,1,5,1052.50125559153,2.00023891521152,6.30722589511235,3.50833751863842,11.548674872786,9.5523724205591
VML_MEG_009,5,5,29,-1,0.585,0.923,31.815,37.259,0,0.663,4.062,64.738,3918.3,31.7944018932392,0,1,5,1108.26853146386,1.95049554014537,6.00405770051699,3.69422843821287,14.3654533478104,103.251158314084
VML_MEG_009,5,5,30,1,0.319,1.14,46.346,41.76,0,0.419,7.6709,104.39,2734.8,46.3968260767008,0,1,5,2218.73821988918,5.18243285906412,14.8592769246118,7.39579406629727,28.4652382698502,71.1375272480284
VML_MEG_010,6,1,1,1,0.068,0.404,2.6288,-8.1921,1,0.419,6.4172,78.362,1248.2,2.62001177344565,0,1,6,1014.80299623344,1.8895378714222,5.89379659182256,3.38267665411145,11.1261343756073,74.4637586242133
VML_MEG_010,6,1,2,-1,0.099,0.779,-2.8822,10.29,1,0.556,3.1979,30.798,290.85,-2.88135101032209,0,1,6,718.964160436565,1.49871664255542,4.77227669593669,2.39654720145522,11.3562013207429,51.6341006170911
VML_MEG_010,6,1,3,1,0.453,1.033,-4.6239,-5.1049,1,0.963,9.7927,38.633,330.66,-4.6316132388834,0,1,6,314.212547131211,0.624746012275798,2.07600375196153,1.04737515710404,11.5426478676453,-15.3904607907749
VML_MEG_010,6,1,4,1,0.469,1,-0.79335,-5.7726,1,0.599,4.1045,41.271,1477.9,-0.772054038627083,0,1,6,1142.13408200684,2.24101763675774,6.70361045523696,3.80711360668946,14.1952321772607,-17.6303071839347
VML_MEG_010,6,1,5,-1,0.287,0.767,14.55,20.113,1,0.407,5.0092,66.298,1290.5,14.5549520063845,0,1,6,950.340834854806,1.97843103403325,5.89963878774312,3.16780278284935,13.4239984765752,-37.4510142024137
VML_MEG_010,6,1,6,-1,0.346,1.136,-13.302,-2.3943,1,0.512,3.6679,40.92,372.7,-13.3510641694648,0,1,6,878.373726899156,1.75374521164009,5.01927001328636,2.92791242299719,13.3746932180577,-50.5568384207866
VML_MEG_010,6,1,7,1,0.541,0.968,-5.9166,-14.408,1,0.823,5.8095,31.273,214.96,-5.92255974180102,0,1,6,295.936098819701,0.636675552308017,1.89176119796678,0.986453662732336,10.9978029883029,-16.5582393417575
VML_MEG_010,6,1,8,1,0.085,0.565,0.76515,141.28,1,0.539,6.5291,67.986,677.65,0.772161771089817,0,1,6,1086.30246846643,2.13201422843717,6.59150362534304,3.62100822822142,11.9062125903434,72.4548035126057
VML_MEG_010,6,1,9,-1,0.093,0.763,-4.7248,-11.178,1,0.601,3.8255,46.916,437.04,-4.7322832779633,0,1,6,858.196200079104,1.87462979624999,5.8752761673605,2.86065400026368,11.7265050130744,54.822947221501
VML_MEG_010,6,1,10,-1,0.271,1.072,-14.766,-19.666,1,0.44,7.7351,90.616,788.75,-14.7901085381445,0,1,6,1672.51903289516,4.25991449426785,12.0963930167175,5.57506344298387,21.3506455630283,-50.4261343531226
VML_MEG_010,6,2,1,1,0.06,1.308,40.309,31.314,1,0.536,8.5591,93.258,853.89,40.361015099066,0,1,6,2294.57503732003,5.30288869405433,15.7219539157125,7.64858345773344,41.3354192060161,55.5685570325399
VML_MEG_010,6,2,2,1,0.043,1.024,48.864,8.8163,1,0.384,5.8106,65.257,2010.7,48.8692150311752,0,1,6,2023.73885081936,4.15667067834991,11.8216969684068,6.74579616939788,35.7116067687148,77.1597792608864
VML_MEG_010,6,2,3,1,0.223,1.262,37.431,33.032,1,0.392,2.9694,35.486,355.98,37.4432907546215,0,1,6,1024.81924230358,2.0651999266011,6.18890442712098,3.41606414101194,16.9709931532539,81.6993324571664
VML_MEG_010,6,2,4,-1,0.496,1.016,47.383,41.64,0,0.714,3.6961,30.094,180.72,47.3630645262858,0,1,6,635.241029363603,1.32848712335459,3.99424285880794,2.11747009787868,13.0604999152543,108.828773519955
VML_MEG_010,6,2,5,1,0.403,1.106,47.253,66.072,1,0.586,2.5204,20.336,181.24,47.3068529461191,0,1,6,1073.06276272558,2.0316105776078,6.84710444428541,3.57687587575192,20.87038670838,13.061401782062
VML_MEG_010,6,2,6,1,0.338,1.168,22.56,18.347,1,0.589,2.6378,16.44,28.531,22.5175267571595,0,1,6,468.739926689163,0.788532695345654,2.76419933120085,1.56246642229721,13.426214348504,-16.0571098522123
VML_MEG_010,6,2,7,-1,0.347,1.149,59.575,72.118,1,0.6,4.323,28.28,206.92,59.5821762596052,0,1,6,975.868469775947,1.84017163876521,5.66545208547609,3.25289489925316,17.6851242924918,70.0004055391692
VML_MEG_010,6,2,8,-1,0.392,1.089,40.91,37.919,1,0.573,2.7849,32.606,293.41,40.9171935407006,0,1,6,708.931958550796,1.18499291987129,3.990243504275,2.36310652850265,15.0539427455652,97.1989622211651
VML_MEG_010,6,2,9,1,0.494,0.685,34.594,45.177,1,0.857,12.647,62.436,539.97,6.64886558328017,0,1,6,1630.80670300921,3.43417595932724,10.5773758378682,5.43602234336405,28.4814970408057,70.3166614478252
VML_MEG_010,6,2,10,-1,0.01,1.478,48.031,72.976,0,0.753,3.2822,23.626,175.3,48.0993965169894,0,1,6,1148.23419278053,2.01464775509979,6.65462672912362,3.82744730926844,18.1213016296276,109.560223089839
VML_MEG_010,6,2,11,-1,0.421,1.082,31.775,67.253,1,0.81,5.4302,33.571,273.54,31.9908550597732,0,1,6,692.906584423612,1.0615834455409,3.64520584826104,2.30968861474537,13.8963972227294,44.6235745056466
VML_MEG_010,6,2,12,-1,0.362,1.129,41.219,47.877,0,0.482,2.1589,23.107,165.46,41.2737376279495,0,1,6,398.648402239541,0.783331969120046,2.57039748375921,1.32882800746514,16.0350529557969,122.287258060632
VML_MEG_010,6,2,13,-1,0.48,0.86,29.589,-142.67,0,0.969,11.585,74.868,517.52,29.5925684414397,0,1,6,1528.13592328185,2.80330863664059,9.69897566717857,5.09378641093951,27.783814163331,44.2302051508419
VML_MEG_010,6,2,14,1,0.335,1.113,34.407,22.991,1,0.469,5.9073,68.089,843.8,34.3958510206428,0,1,6,1872.22733547162,3.34401012185243,10.6199040864582,6.24075778490541,25.21995409365,44.3552868193078
VML_MEG_010,6,2,15,-1,0.422,1.062,22.86,28.345,1,0.616,5.183,44.925,349.87,22.8437410283041,0,1,6,934.866254291228,2.13190069423452,5.99085922944116,3.11622084763743,14.7630497946334,66.9980944075188
VML_MEG_010,6,2,16,-1,0.032,1.041,39.061,38.306,1,0.715,15.547,98.296,414.7,39.0832834612006,0,1,6,1879.39095174383,5.31055653353658,16.9158746450758,6.26463650581277,39.6715064486064,163.509852353158
VML_MEG_010,6,2,17,1,0.815,0.682,24.244,32.853,0,0.931,2.2574,28.958,391.63,24.2020585762572,0,1,6,594.43071183657,1.11763852628648,3.33813132573091,1.9814357061219,9.52232289413795,62.2670306483061
VML_MEG_010,6,2,18,1,0.266,1.229,30.551,5.149,1,1.441,10.8,87.148,2112.9,30.5293522316327,0,1,6,2560.23637895311,5.5793872312536,17.0047027031443,8.53412126317703,36.361323372433,-14.6567866043268
VML_MEG_010,6,2,19,1,0.013,1.246,52.819,96.013,1,0.512,5.8891,52.62,1123.6,52.4092877338404,0,1,6,1227.14783720476,2.07968271146188,7.49059037354075,4.09049279068252,24.722487786939,39.2203504070494
VML_MEG_010,6,2,20,1,0.391,1.107,32.86,47.479,0,0.548,3.6889,35.333,545.86,32.912038195657,0,1,6,961.875247726138,1.55218704427798,5.43965515904346,3.20625082575379,18.0312125870358,-0.821138248774022
VML_MEG_010,6,2,21,-1,0.043,1.222,22.401,23.475,1,0.572,3.2507,31.532,86.085,22.3747065537132,0,1,6,553.361892998402,0.979122264566988,3.89380474473386,1.84453964332801,13.0743097904735,19.3879021466596
VML_MEG_010,6,2,22,-1,0.275,1.112,42.029,60.584,1,0.521,9.7185,55.347,1557.3,41.9021074094787,0,1,6,1675.11311666593,3.81708277395821,11.1640687131641,5.58371038888643,25.9813515926038,35.559133363607
VML_MEG_010,6,2,23,1,0.115,0.774,33.005,50.457,0,0.492,4.2133,30.717,193.97,32.9110941996896,0,1,6,737.671542092051,1.01394830693495,3.81883929149796,2.45890514030684,15.4947753357016,76.4332776105009
VML_MEG_010,6,2,24,-1,0.446,1.051,19.431,21.324,1,0.788,6.4679,39.001,162.87,19.4381485172417,0,1,6,732.721396585671,1.57903396811288,4.8591382397411,2.44240465528557,13.6959758483826,-36.7013623663269
VML_MEG_010,6,2,25,1,0.437,1.026,17.411,14.911,1,0.526,2.8592,44.027,2353.1,17.402358306673,0,1,6,1013.4213996495,1.71408414309086,5.3813805587244,3.37807133216502,13.3662660197882,-40.019902872721
VML_MEG_010,6,2,26,-1,0.803,0.687,15.901,-127.84,0,1.331,5.082,16.507,688.81,15.8847601910516,0,1,6,165.547040614804,0.269493517628157,0.929335987772989,0.551823468716015,6.91399880476769,51.4419164761922
VML_MEG_010,6,2,27,1,0.292,1.21,31.695,38.484,1,0.647,9.0217,52.251,249.56,31.5540673929368,0,1,6,1260.01285094863,2.67093290929535,7.81786518717036,4.20004283649543,22.0679791263408,62.5488906879952
VML_MEG_010,6,2,28,1,0.355,0.886,15.87,14.591,1,0.482,5.1996,54.918,5502,15.8373515811067,0,1,6,1201.6738369193,2.22761615742266,6.95638298937421,4.00557945639768,14.8636940690788,17.7877369152732
VML_MEG_010,6,2,29,-1,0.11,1.102,21.14,-144.18,0,0.688,6.8609,40.465,311.84,21.0263705623025,0,1,6,1114.41187655354,1.76837832568621,6.69901910082685,3.71470625517846,22.5557307326482,73.5585716815393
VML_MEG_010,6,2,30,-1,0.064,1.445,40.763,185.37,0,0.523,1.6093,17.997,1458.9,40.7940332760775,0,1,6,632.823433677599,0.833695623093156,3.13182062312906,2.109411445592,13.7518342744379,112.741522385598
VML_MEG_010,6,3,1,-1,0.358,0.843,22.354,-30.27,0,0.598,6.585,76.491,1140.8,22.3485115992381,0,1,6,1315.67779671202,2.73487720407278,7.87069620532753,4.38559265570672,21.4149291253354,-25.314058711269
VML_MEG_010,6,3,2,-1,0.239,1.245,59.586,61.538,1,0.41,3.035,35.045,350.39,59.6172678944366,0,1,6,975.309794317418,2.05905046023732,5.7147943971584,3.25103264772473,18.0616691012754,80.7569866676833
VML_MEG_010,6,3,3,-1,0.423,1.081,17.426,-12.217,0,0.853,5.1287,29.279,285.34,17.4221154113396,0,1,6,384.198032199212,1.05729477777436,2.96917649973119,1.28066010733071,8.9127995479538,-23.1880098093539
VML_MEG_010,6,3,4,1,0.39,1.096,44.405,35.242,1,0.624,7.3941,59.055,387.64,44.4208001599812,0,1,6,1668.25803726855,3.2857720709487,10.1161411953515,5.56086012422852,24.1880269280828,59.409051767694
VML_MEG_010,6,3,5,1,0.435,1.059,17.5,21.302,1,0.565,6.2585,70.706,4491,17.5139116235177,0,1,6,1372.20979571353,2.84519258700965,8.33743447494682,4.57403265237843,15.6655016051141,-26.7525826802247
VML_MEG_010,6,3,6,-1,0.364,1.149,14.101,-110.43,0,0.97,10.916,38.954,341.92,13.9932138025756,0,1,6,1047.75991019806,1.66205238393799,6.04333059111268,3.49253303399353,19.5462033468482,10.1158527174303
VML_MEG_010,6,3,7,1,0.356,1.12,24.089,36.194,1,0.542,8.0816,70.02,690.8,24.0706341827582,0,1,6,1417.36405496947,3.23174167629822,9.19981125146135,4.72454684989824,20.7389462576311,1.45739418067036
VML_MEG_010,6,3,8,-1,0.268,1.234,17.251,29.724,1,0.446,3.186,31.591,257.98,17.2568870967254,0,1,6,616.358947680667,0.957254553302227,3.07278113016787,2.05452982560222,12.7586409904762,-19.6989797881071
VML_MEG_010,6,3,9,1,0.616,0.851,16.096,-0.1351,1,0.791,3.7054,31.436,308.15,16.2712447767542,0,1,6,616.353387962513,1.26364930066742,3.53947143148186,2.05451129320838,10.8616600948835,-10.9086041966981
VML_MEG_010,6,3,10,-1,0.334,1.145,39.819,59.096,1,0.727,6.3272,31.129,304.82,39.7293839866387,0,1,6,962.848223423765,1.64307657017634,5.36853147543182,3.20949407807922,17.6887937556352,56.3781064062488
VML_MEG_010,6,3,11,1,0.37,1.036,14.728,16.699,1,0.483,3.1409,40.878,2473,14.7295769090807,0,1,6,561.834470594315,1.27388756404684,3.60038081984402,1.87278156864772,12.2925157585642,-18.1301424480888
